anorm = sqrt((x-truex)' * la * (x-truex)), err2_a = norm(la*x-b) / norm(b), err2_b = norm(x-truex)
1000 iterations
iter = 924      errA=854.929014200749      err2_a=0.00013797696703424947      err2_b=2.964502507252444
iter = 925      errA=854.9054160422966      err2_a=0.00013797331181562148      err2_b=2.9644259797767716
iter = 926      errA=842.3026273634746      err2_a=0.0001360340469628158      err2_b=2.9228874527732027
iter = 927      errA=842.2690988547907      err2_a=0.00013602888273686638      err2_b=2.922776869473855
iter = 928      errA=834.1891246770901      err2_a=0.00013477407137214484      err2_b=2.8965246522965455
iter = 929      errA=822.7840565484125      err2_a=0.0001330172809341448      err2_b=2.858692752434634
iter = 930      errA=822.6922888928507      err2_a=0.00013300289019745385      err2_b=2.858398562531239
iter = 931      errA=820.2590177750228      err2_a=0.00013262182512123843      err2_b=2.850571319058724
iter = 932      errA=818.4303853021918      err2_a=0.00013233574381381151      err2_b=2.8446706134565902
iter = 933      errA=818.0007301416873      err2_a=0.0001322684718539775      err2_b=2.843285844368536
iter = 934      errA=816.6423959205302      err2_a=0.0001320554255080238      err2_b=2.838922465615234
iter = 935      errA=814.4304852427595      err2_a=0.0001317081485762782      err2_b=2.8318266281710094
iter = 936      errA=805.2357254530433      err2_a=0.00013027395078144634      err2_b=2.801850977028396
iter = 937      errA=804.8064278640843      err2_a=0.00013020738516873078      err2_b=2.800431480531514
iter = 938      errA=803.8731548730732      err2_a=0.00013006278558814766      err2_b=2.79733987399292
iter = 939      errA=784.8603077301354      err2_a=0.00012715056673148498      err2_b=2.7326502447725725
iter = 940      errA=784.4238892697313      err2_a=0.00012708337788901484      err2_b=2.731173654882426
iter = 941      errA=779.088151946736      err2_a=0.00012625889883665484      err2_b=2.7132229795848835
iter = 942      errA=776.0906400023115      err2_a=0.0001257912437241864      err2_b=2.7033102217654963
iter = 943      errA=772.729422946236      err2_a=0.000125269013928736      err2_b=2.6920856872103336
iter = 944      errA=767.149951649487      err2_a=0.00012440289260220192      err2_b=2.673381954763805
iter = 945      errA=766.4815244662763      err2_a=0.00012429804924332083      err2_b=2.6711838624672457
iter = 946      errA=765.4325212300002      err2_a=0.00012413363022504079      err2_b=2.6677278876899417
iter = 947      errA=764.7436413389701      err2_a=0.00012402566738524504      err2_b=2.6654569309764184
iter = 948      errA=740.9513475187571      err2_a=0.00012034953971749744      err2_b=2.5843509512969676
iter = 949      errA=739.7349682670392      err2_a=0.00012016476056232434      err2_b=2.580047230107498
iter = 950      errA=738.8803810229042      err2_a=0.00012003412491578754      err2_b=2.577056358844552
iter = 951      errA=735.6465465845565      err2_a=0.0001195349506358819      err2_b=2.5659313790130205
iter = 952      errA=735.3717151044606      err2_a=0.00011949237485583657      err2_b=2.564991569818954
iter = 953      errA=728.9977564543635      err2_a=0.00011850316996416572      err2_b=2.5432339238959023
iter = 954      errA=728.9852396164582      err2_a=0.00011850122897523645      err2_b=2.5431910657761154
iter = 955      errA=726.1553791430239      err2_a=0.00011806234560412001      err2_b=2.5334977159367784
iter = 956      errA=725.5672648384439      err2_a=0.00011797127182072371      err2_b=2.5314757522753166
iter = 957      errA=723.8062486335297      err2_a=0.00011769889000264294      err2_b=2.5254040587812763
iter = 958      errA=715.9841761294756      err2_a=0.00011649018596801711      err2_b=2.498322359289696
iter = 959      errA=714.5837003433753      err2_a=0.00011627210985525098      err2_b=2.4935319072021547
iter = 960      errA=713.4858482573159      err2_a=0.00011610138660002046      err2_b=2.489764540989045
iter = 961      errA=711.6472468751733      err2_a=0.00011581606131000729      err2_b=2.4834258948223935
iter = 962      errA=708.8184508079923      err2_a=0.0001153758284418803      err2_b=2.4737149714492515
iter = 963      errA=706.2205779177955      err2_a=0.00011497070045750907      err2_b=2.4648202447979646
iter = 964      errA=699.5472921840283      err2_a=0.00011393552030597762      err2_b=2.4416889501962324
iter = 965      errA=697.3571996035968      err2_a=0.00011359740215908417      err2_b=2.434013592007282
iter = 966      errA=696.6811618631299      err2_a=0.00011349322522684337      err2_b=2.4316346044807036
iter = 967      errA=696.4033852217759      err2_a=0.00011345044605839407      err2_b=2.4306557967941065
iter = 968      errA=682.4158577049625      err2_a=0.00011131463862907826      err2_b=2.3804310799877713
iter = 969      errA=681.1737475180253      err2_a=0.00011112601265482008      err2_b=2.3759111571449933
iter = 970      errA=680.6246114974018      err2_a=0.00011103972822458741      err2_b=2.374031507732398
iter = 971      errA=674.5182073807533      err2_a=0.00011008351396805666      err2_b=2.3529548072155415
iter = 972      errA=674.5121262255533      err2_a=0.00011008256305271709      err2_b=2.352933726772628
iter = 973      errA=673.5218692976215      err2_a=0.00010992590693257977      err2_b=2.349575608507339
iter = 974      errA=655.0987320981372      err2_a=0.00010705278572024222      err2_b=2.2850552761411276
iter = 975      errA=654.9579592471334      err2_a=0.00010703063770307291      err2_b=2.2845678932280244
iter = 976      errA=648.1864542716031      err2_a=0.00010596989928869238      err2_b=2.2608854818252846
iter = 977      errA=647.9423204552728      err2_a=0.00010593162333402417      err2_b=2.2600312944092047
iter = 978      errA=647.9383411340775      err2_a=0.00010593099662484335      err2_b=2.260017486612304
iter = 979      errA=634.1664690488151      err2_a=0.00010374696226252355      err2_b=2.21267042025993
iter = 980      errA=633.5254228944025      err2_a=0.00010364525440077977      err2_b=2.2104593526332295
iter = 981      errA=627.383062165112      err2_a=0.00010266691742956581      err2_b=2.189389145483473
iter = 982      errA=625.9878757582338      err2_a=0.00010244431983387038      err2_b=2.1846086889009904
iter = 983      errA=625.8809869405009      err2_a=0.0001024272843027678      err2_b=2.1842415359830203
iter = 984      errA=625.5961711695448      err2_a=0.0001023817326259958      err2_b=2.1832696882289193
iter = 985      errA=623.6791241931951      err2_a=0.00010207549557560046      err2_b=2.1767092883044823
iter = 986      errA=614.7749064590203      err2_a=0.00010066531238020746      err2_b=2.14564033869745
iter = 987      errA=614.2294105672224      err2_a=0.00010057935458531067      err2_b=2.143714114786572
iter = 988      errA=613.6736230760469      err2_a=0.00010049149451144314      err2_b=2.141762529350423
iter = 989      errA=611.1319103417918      err2_a=0.00010008904556326767      err2_b=2.1328565424471795
iter = 990      errA=610.8217188876591      err2_a=0.00010004004410533478      err2_b=2.13176407822734
iter = 991      errA=608.0706229682619      err2_a=9.960181837530051e-5      err2_b=2.122216028332968
iter = 992      errA=606.9473906440269      err2_a=9.942228227005092e-5      err2_b=2.118338524666651
iter = 993      errA=605.2229284143104      err2_a=9.914599389541259e-5      err2_b=2.112407443144485
iter = 994      errA=604.9964921843714      err2_a=9.910948944583482e-5      err2_b=2.111637503355115
iter = 995      errA=601.5084254720732      err2_a=9.854858894190152e-5      err2_b=2.099705642019441
iter = 996      errA=598.1641272291033      err2_a=9.801389130280401e-5      err2_b=2.0881156203174926
iter = 997      errA=593.0009072652771      err2_a=9.71775105948079e-5      err2_b=2.070625808178495
iter = 998      errA=592.6842745169901      err2_a=9.71263243810353e-5      err2_b=2.0695472935571093
iter = 999      errA=590.9109364781198      err2_a=9.683959510592821e-5      err2_b=2.0635057808454045
iter = 1000      errA=576.9130828693536      err2_a=9.460528853334139e-5      err2_b=2.014412256675779
