=========CG using MATLAB default precision=====
====DATA = ../graphs/se_1/
====error given as ||Ax - b||_2^2 and ||x - xbar||_A^2
i=7501, err2=184115, errA = 78.3207
i=7502, err2=105190, errA = 78.3195
i=7503, err2=270801, errA = 78.3179
i=7504, err2=572361, errA = 78.3152
i=7505, err2=682137, errA = 78.3116
i=7506, err2=643218, errA = 78.3085
i=7507, err2=1.51008e+06, errA = 78.2998
i=7508, err2=1.98771e+06, errA = 78.2896
i=7509, err2=4.1661e+06, errA = 78.2758
i=7510, err2=2.23948e+06, errA = 78.2504
i=7511, err2=1.07201e+06, errA = 78.2446
i=7512, err2=762989, errA = 78.2397
i=7513, err2=1.94016e+06, errA = 78.2222
i=7514, err2=2.03205e+06, errA = 78.2081
i=7515, err2=450162, errA = 78.2039
i=7516, err2=238987, errA = 78.1997
i=7517, err2=1.48001e+06, errA = 78.1965
i=7518, err2=3.82674e+06, errA = 78.1832
i=7519, err2=1.66144e+06, errA = 78.1648
i=7520, err2=2.2723e+06, errA = 78.1528
i=7521, err2=4.98015e+06, errA = 78.0969
i=7522, err2=2.47151e+06, errA = 78.0833
i=7523, err2=7.29471e+06, errA = 78.0553
i=7524, err2=3.006e+06, errA = 78.0267
i=7525, err2=1.40414e+06, errA = 78.0111
i=7526, err2=303677, errA = 78.0038
i=7527, err2=4.40481e+06, errA = 77.9932
i=7528, err2=1.8178e+06, errA = 77.9385
i=7529, err2=1.77835e+06, errA = 77.921
i=7530, err2=762954, errA = 77.9138
i=7531, err2=1.03535e+06, errA = 77.9099
i=7532, err2=1.6182e+06, errA = 77.8978
i=7533, err2=1.59195e+06, errA = 77.8775
i=7534, err2=446208, errA = 77.8736
i=7535, err2=623375, errA = 77.8717
i=7536, err2=242364, errA = 77.8671
i=7537, err2=423319, errA = 77.8661
i=7538, err2=1.11846e+06, errA = 77.8505
i=7539, err2=809129, errA = 77.8368
i=7540, err2=298583, errA = 77.835
i=7541, err2=660496, errA = 77.8326
i=7542, err2=2.51516e+06, errA = 77.8255
i=7543, err2=2.78621e+06, errA = 77.797
i=7544, err2=3.77917e+06, errA = 77.7806
i=7545, err2=1.71812e+06, errA = 77.769
i=7546, err2=1.07399e+06, errA = 77.7599
i=7547, err2=1.48982e+06, errA = 77.7541
i=7548, err2=957829, errA = 77.7441
i=7549, err2=599817, errA = 77.7403
i=7550, err2=4.92193e+06, errA = 77.7162
i=7551, err2=1.5598e+06, errA = 77.7039
i=7552, err2=351725, errA = 77.6765
i=7553, err2=411492, errA = 77.6717
i=7554, err2=266365, errA = 77.668
i=7555, err2=678829, errA = 77.6655
i=7556, err2=2.57065e+06, errA = 77.6534
i=7557, err2=1.32379e+06, errA = 77.6389
i=7558, err2=581052, errA = 77.6342
i=7559, err2=982074, errA = 77.6311
i=7560, err2=708833, errA = 77.6265
i=7561, err2=278896, errA = 77.6232
i=7562, err2=194133, errA = 77.6209
i=7563, err2=309901, errA = 77.6198
i=7564, err2=1.4224e+06, errA = 77.6147
i=7565, err2=3.77744e+06, errA = 77.6028
i=7566, err2=1.68688e+06, errA = 77.5773
i=7567, err2=5.32685e+06, errA = 77.5598
i=7568, err2=1.40559e+06, errA = 77.5439
i=7569, err2=612702, errA = 77.5357
i=7570, err2=511920, errA = 77.5307
i=7571, err2=392228, errA = 77.5293
i=7572, err2=874212, errA = 77.5226
i=7573, err2=687252, errA = 77.5188
i=7574, err2=419242, errA = 77.5153
i=7575, err2=145400, errA = 77.5135
i=7576, err2=409960, errA = 77.5122
i=7577, err2=437587, errA = 77.5098
i=7578, err2=483953, errA = 77.5077
i=7579, err2=417735, errA = 77.5003
i=7580, err2=369321, errA = 77.4972
i=7581, err2=945599, errA = 77.4935
i=7582, err2=3.84272e+06, errA = 77.4828
i=7583, err2=2.33561e+06, errA = 77.4428
i=7584, err2=1.68272e+06, errA = 77.4312
i=7585, err2=4.38884e+06, errA = 77.4181
i=7586, err2=8.19278e+06, errA = 77.3636
i=7587, err2=6.2187e+06, errA = 77.3364
i=7588, err2=1.10436e+06, errA = 77.3145
i=7589, err2=1.85073e+06, errA = 77.2949
i=7590, err2=885355, errA = 77.2877
i=7591, err2=3.50894e+07, errA = 76.5618
i=7592, err2=1.97395e+07, errA = 76.4762
i=7593, err2=6.57828e+06, errA = 76.3313
i=7594, err2=2.21979e+06, errA = 76.3176
i=7595, err2=5.6133e+06, errA = 76.2769
i=7596, err2=3.43374e+06, errA = 76.2578
i=7597, err2=1.07227e+07, errA = 76.2201
i=7598, err2=6.78364e+06, errA = 76.1817
i=7599, err2=4.80005e+06, errA = 76.1394
i=7600, err2=5.17976e+06, errA = 76.1116
i=7601, err2=5.8584e+06, errA = 76.0713
i=7602, err2=3.55291e+06, errA = 76.0304
i=7603, err2=3.69561e+06, errA = 76.0167
i=7604, err2=7.84646e+06, errA = 75.9852
i=7605, err2=4.00618e+06, errA = 75.9431
i=7606, err2=2.92761e+06, errA = 75.9138
i=7607, err2=4.20145e+06, errA = 75.8542
i=7608, err2=9.75689e+06, errA = 75.7215
i=7609, err2=2.01856e+07, errA = 75.6761
i=7610, err2=1.02441e+07, errA = 75.508
i=7611, err2=7.29862e+06, errA = 75.4596
i=7612, err2=5.89785e+06, errA = 75.4222
i=7613, err2=2.16766e+06, errA = 75.3994
i=7614, err2=3.39789e+06, errA = 75.3692
i=7615, err2=2.32759e+06, errA = 75.3537
i=7616, err2=8.09033e+06, errA = 75.3187
i=7617, err2=1.65144e+07, errA = 75.2473
i=7618, err2=9.66733e+06, errA = 75.1717
i=7619, err2=2.2373e+07, errA = 74.9806
i=7620, err2=1.82709e+06, errA = 74.9419
i=7621, err2=5.75571e+06, errA = 74.9223
i=7622, err2=1.23949e+07, errA = 74.8625
i=7623, err2=5.27687e+06, errA = 74.8161
i=7624, err2=6.54885e+06, errA = 74.7925
i=7625, err2=7.3081e+06, errA = 74.757
i=7626, err2=1.51685e+07, errA = 74.6804
i=7627, err2=1.13911e+07, errA = 74.6169
i=7628, err2=2.62975e+06, errA = 74.5673
i=7629, err2=926915, errA = 74.5575
i=7630, err2=3.48594e+06, errA = 74.5443
i=7631, err2=1.23321e+07, errA = 74.5029
i=7632, err2=1.06855e+06, errA = 74.4646
i=7633, err2=1.6942e+06, errA = 74.4567
i=7634, err2=1.33068e+06, errA = 74.4134
i=7635, err2=1.3181e+06, errA = 74.4069
i=7636, err2=245614, errA = 74.4033
i=7637, err2=145129, errA = 74.4026
i=7638, err2=408174, errA = 74.4003
i=7639, err2=1.60001e+06, errA = 74.3941
i=7640, err2=494783, errA = 74.386
i=7641, err2=200780, errA = 74.3813
i=7642, err2=342106, errA = 74.3789
i=7643, err2=596940, errA = 74.3746
i=7644, err2=1.55036e+06, errA = 74.3678
i=7645, err2=598868, errA = 74.358
i=7646, err2=375872, errA = 74.3566
i=7647, err2=521710, errA = 74.3494
i=7648, err2=875005, errA = 74.3464
i=7649, err2=691536, errA = 74.3422
i=7650, err2=3.0104e+06, errA = 74.3349
i=7651, err2=212899, errA = 74.3215
i=7652, err2=207518, errA = 74.3203
i=7653, err2=204359, errA = 74.3195
i=7654, err2=1.09406e+06, errA = 74.3087
i=7655, err2=2.14288e+06, errA = 74.302
i=7656, err2=1.61601e+06, errA = 74.2893
i=7657, err2=342687, errA = 74.2845
i=7658, err2=520750, errA = 74.2817
i=7659, err2=797124, errA = 74.2752
i=7660, err2=536562, errA = 74.2729
i=7661, err2=928502, errA = 74.2681
i=7662, err2=255195, errA = 74.2657
i=7663, err2=376800, errA = 74.2622
i=7664, err2=347997, errA = 74.26
i=7665, err2=549711, errA = 74.2576
i=7666, err2=1.78621e+06, errA = 74.2505
i=7667, err2=1.3143e+06, errA = 74.237
i=7668, err2=1.4555e+06, errA = 74.2216
i=7669, err2=687152, errA = 74.2142
i=7670, err2=421454, errA = 74.1998
i=7671, err2=369267, errA = 74.1982
i=7672, err2=1.49646e+06, errA = 74.1921
i=7673, err2=1.18196e+06, errA = 74.1864
i=7674, err2=502115, errA = 74.1814
i=7675, err2=612716, errA = 74.1783
i=7676, err2=1.75032e+06, errA = 74.1727
i=7677, err2=2.50001e+06, errA = 74.1591
i=7678, err2=704705, errA = 74.1525
i=7679, err2=254869, errA = 74.1497
i=7680, err2=312467, errA = 74.143
i=7681, err2=1.0576e+06, errA = 74.1407
i=7682, err2=2.42363e+06, errA = 74.1272
i=7683, err2=748402, errA = 74.1156
i=7684, err2=1.23654e+06, errA = 74.1123
i=7685, err2=802795, errA = 74.1001
i=7686, err2=1.17701e+06, errA = 74.0966
i=7687, err2=1.07378e+06, errA = 74.0902
i=7688, err2=592650, errA = 74.084
i=7689, err2=1.05882e+06, errA = 74.0798
i=7690, err2=3.62882e+06, errA = 74.0598
i=7691, err2=1.00492e+06, errA = 74.0489
i=7692, err2=291535, errA = 74.0393
i=7693, err2=52034.3, errA = 74.0377
i=7694, err2=311817, errA = 74.0348
i=7695, err2=1.07799e+06, errA = 74.0294
i=7696, err2=166193, errA = 74.0262
i=7697, err2=334503, errA = 74.0249
i=7698, err2=121453, errA = 74.0229
i=7699, err2=132694, errA = 74.0225
i=7700, err2=353682, errA = 74.0203
i=7701, err2=271848, errA = 74.0175
i=7702, err2=447103, errA = 74.0162
i=7703, err2=187594, errA = 74.014
i=7704, err2=108810, errA = 74.0134
i=7705, err2=137204, errA = 74.0124
i=7706, err2=134764, errA = 74.0117
i=7707, err2=418867, errA = 74.0077
i=7708, err2=395228, errA = 74.0062
i=7709, err2=124143, errA = 74.0046
i=7710, err2=101905, errA = 74.0041
i=7711, err2=214327, errA = 74.0033
i=7712, err2=389647, errA = 74.0021
i=7713, err2=558150, errA = 73.9926
i=7714, err2=845871, errA = 73.99
i=7715, err2=1.14034e+06, errA = 73.9826
i=7716, err2=620341, errA = 73.9765
i=7717, err2=338834, errA = 73.9741
i=7718, err2=138303, errA = 73.9722
i=7719, err2=422448, errA = 73.97
i=7720, err2=156509, errA = 73.9665
i=7721, err2=382566, errA = 73.9639
i=7722, err2=2.00407e+06, errA = 73.9515
i=7723, err2=1.52858e+06, errA = 73.9442
i=7724, err2=3.48166e+06, errA = 73.9206
i=7725, err2=2.6732e+06, errA = 73.8841
i=7726, err2=919393, errA = 73.8759
i=7727, err2=647140, errA = 73.8731
i=7728, err2=784584, errA = 73.8682
i=7729, err2=575485, errA = 73.8625
i=7730, err2=402199, errA = 73.86
i=7731, err2=416094, errA = 73.8586
i=7732, err2=497153, errA = 73.8484
i=7733, err2=979767, errA = 73.8436
i=7734, err2=825100, errA = 73.84
i=7735, err2=411051, errA = 73.8366
i=7736, err2=1.7764e+06, errA = 73.8312
i=7737, err2=2.72084e+06, errA = 73.8202
i=7738, err2=2.02594e+06, errA = 73.8034
i=7739, err2=2.17752e+06, errA = 73.7934
i=7740, err2=140561, errA = 73.7855
i=7741, err2=1.33324e+06, errA = 73.7813
i=7742, err2=459585, errA = 73.7732
i=7743, err2=524237, errA = 73.7715
i=7744, err2=1.23569e+06, errA = 73.7608
i=7745, err2=1.32302e+06, errA = 73.7506
i=7746, err2=782759, errA = 73.7444
i=7747, err2=488132, errA = 73.7399
i=7748, err2=464093, errA = 73.7371
i=7749, err2=707888, errA = 73.7338
i=7750, err2=5.62619e+06, errA = 73.7135
i=7751, err2=1.65507e+06, errA = 73.6807
i=7752, err2=2.07455e+06, errA = 73.6491
i=7753, err2=411910, errA = 73.6444
i=7754, err2=1.13788e+06, errA = 73.6406
i=7755, err2=365384, errA = 73.6372
i=7756, err2=438611, errA = 73.6288
i=7757, err2=98389.8, errA = 73.6281
i=7758, err2=58543.8, errA = 73.6274
i=7759, err2=236221, errA = 73.6263
i=7760, err2=535654, errA = 73.6248
i=7761, err2=1.41067e+06, errA = 73.6125
i=7762, err2=356467, errA = 73.6095
i=7763, err2=403006, errA = 73.6076
i=7764, err2=4.65457e+06, errA = 73.5956
i=7765, err2=1.51919e+06, errA = 73.5765
i=7766, err2=330359, errA = 73.5712
i=7767, err2=572138, errA = 73.5641
i=7768, err2=1.6416e+06, errA = 73.5587
i=7769, err2=2.07539e+06, errA = 73.5269
i=7770, err2=964219, errA = 73.5217
i=7771, err2=2.49896e+06, errA = 73.5083
i=7772, err2=2.81397e+06, errA = 73.4769
i=7773, err2=3.11492e+06, errA = 73.4411
i=7774, err2=3.30755e+06, errA = 73.4285
i=7775, err2=1.03527e+06, errA = 73.399
i=7776, err2=758552, errA = 73.3928
i=7777, err2=2.70041e+06, errA = 73.3826
i=7778, err2=8.52762e+06, errA = 73.359
i=7779, err2=6.89792e+06, errA = 73.3164
i=7780, err2=4.90048e+06, errA = 73.2855
i=7781, err2=1.35261e+06, errA = 73.2525
i=7782, err2=906985, errA = 73.2471
i=7783, err2=876134, errA = 73.2432
i=7784, err2=659043, errA = 73.2393
i=7785, err2=242263, errA = 73.236
i=7786, err2=1.06174e+06, errA = 73.233
i=7787, err2=1.46061e+06, errA = 73.2223
i=7788, err2=1.51094e+06, errA = 73.2149
i=7789, err2=995379, errA = 73.2087
i=7790, err2=344624, errA = 73.2057
i=7791, err2=473951, errA = 73.2032
i=7792, err2=385592, errA = 73.2009
i=7793, err2=142642, errA = 73.1997
i=7794, err2=429949, errA = 73.1981
i=7795, err2=2.91884e+06, errA = 73.1886
i=7796, err2=1.22013e+06, errA = 73.1722
i=7797, err2=1.21076e+06, errA = 73.1567
i=7798, err2=2.00682e+06, errA = 73.1315
i=7799, err2=4.00428e+06, errA = 73.1207
i=7800, err2=2.0996e+06, errA = 73.0712
i=7801, err2=3.14544e+06, errA = 73.0587
i=7802, err2=1.1096e+06, errA = 73.0468
i=7803, err2=4.30233e+06, errA = 73.022
i=7804, err2=9.42378e+06, errA = 72.9345
i=7805, err2=1.36271e+07, errA = 72.8842
i=7806, err2=4.96652e+06, errA = 72.8432
i=7807, err2=4.69845e+06, errA = 72.7723
i=7808, err2=4.59557e+06, errA = 72.7082
i=7809, err2=1.36437e+06, errA = 72.6957
i=7810, err2=2.7453e+06, errA = 72.6888
i=7811, err2=1.95311e+06, errA = 72.6606
i=7812, err2=9.34415e+06, errA = 72.6311
i=7813, err2=2.44538e+06, errA = 72.587
i=7814, err2=359297, errA = 72.5801
i=7815, err2=755250, errA = 72.5783
i=7816, err2=1.29669e+06, errA = 72.5714
i=7817, err2=7.11451e+06, errA = 72.5471
i=7818, err2=1.66116e+06, errA = 72.5263
i=7819, err2=6.2903e+06, errA = 72.5077
i=7820, err2=1.23219e+06, errA = 72.4581
i=7821, err2=3.36019e+06, errA = 72.4426
i=7822, err2=9.79598e+06, errA = 72.3924
i=7823, err2=7.5689e+06, errA = 72.3219
i=7824, err2=1.95328e+07, errA = 72.244
i=7825, err2=2.09585e+07, errA = 72.1082
i=7826, err2=1.32752e+07, errA = 71.9811
i=7827, err2=2.51026e+07, errA = 71.8725
i=7828, err2=1.28591e+07, errA = 71.7693
i=7829, err2=1.88096e+07, errA = 71.6886
i=7830, err2=2.34253e+06, errA = 71.5842
i=7831, err2=566844, errA = 71.5796
i=7832, err2=730983, errA = 71.577
i=7833, err2=3.06072e+06, errA = 71.5668
i=7834, err2=793688, errA = 71.5497
i=7835, err2=1.42582e+06, errA = 71.5417
i=7836, err2=712760, errA = 71.5263
i=7837, err2=948529, errA = 71.5234
i=7838, err2=1.24347e+06, errA = 71.5115
i=7839, err2=1.15927e+06, errA = 71.5077
i=7840, err2=1.30428e+06, errA = 71.4908
i=7841, err2=558038, errA = 71.4823
i=7842, err2=2.07432e+06, errA = 71.4762
i=7843, err2=2.00171e+06, errA = 71.4664
i=7844, err2=1.39693e+06, errA = 71.4557
i=7845, err2=3.75397e+06, errA = 71.4439
i=7846, err2=2.14738e+06, errA = 71.4298
i=7847, err2=4.59992e+06, errA = 71.3884
i=7848, err2=1.41532e+06, errA = 71.3501
i=7849, err2=600308, errA = 71.3371
i=7850, err2=2.14338e+06, errA = 71.3317
i=7851, err2=5.19216e+06, errA = 71.3004
i=7852, err2=5.95089e+06, errA = 71.2683
i=7853, err2=5.91183e+06, errA = 71.2165
i=7854, err2=5.54088e+06, errA = 71.1418
i=7855, err2=1.48914e+06, errA = 71.1304
i=7856, err2=2.27756e+06, errA = 71.1216
i=7857, err2=1.1411e+06, errA = 71.1109
i=7858, err2=3.66385e+06, errA = 71.0997
i=7859, err2=639640, errA = 71.0846
i=7860, err2=1.41007e+06, errA = 71.0747
i=7861, err2=855593, errA = 71.0638
i=7862, err2=1.38487e+06, errA = 71.0572
i=7863, err2=572641, errA = 71.0481
i=7864, err2=201877, errA = 71.0464
i=7865, err2=1.59519e+06, errA = 71.0426
i=7866, err2=4.97807e+06, errA = 71.0276
i=7867, err2=3.33217e+06, errA = 71.0001
i=7868, err2=1.17745e+06, errA = 70.9799
i=7869, err2=896396, errA = 70.9765
i=7870, err2=2.43127e+06, errA = 70.9637
i=7871, err2=496436, errA = 70.9562
i=7872, err2=540888, errA = 70.954
i=7873, err2=160362, errA = 70.9521
i=7874, err2=154836, errA = 70.9515
i=7875, err2=1.00129e+06, errA = 70.945
i=7876, err2=5.53433e+06, errA = 70.9321
i=7877, err2=1.79001e+06, errA = 70.8774
i=7878, err2=79860.6, errA = 70.8681
i=7879, err2=278430, errA = 70.8669
i=7880, err2=727941, errA = 70.8623
i=7881, err2=479654, errA = 70.8604
i=7882, err2=634346, errA = 70.8554
i=7883, err2=310398, errA = 70.8505
i=7884, err2=258812, errA = 70.848
i=7885, err2=589698, errA = 70.8465
i=7886, err2=510631, errA = 70.8405
i=7887, err2=523202, errA = 70.8344
i=7888, err2=403045, errA = 70.8321
i=7889, err2=88264, errA = 70.8306
i=7890, err2=259806, errA = 70.8293
i=7891, err2=475301, errA = 70.8273
i=7892, err2=2.36829e+06, errA = 70.8193
i=7893, err2=2.31708e+06, errA = 70.8081
i=7894, err2=1.26391e+06, errA = 70.7986
i=7895, err2=2.10642e+06, errA = 70.7887
i=7896, err2=959938, errA = 70.7808
i=7897, err2=366988, errA = 70.7781
i=7898, err2=1.21431e+06, errA = 70.7728
i=7899, err2=1.75878e+06, errA = 70.7648
i=7900, err2=1.63235e+06, errA = 70.7583
i=7901, err2=495792, errA = 70.7399
i=7902, err2=563109, errA = 70.7353
i=7903, err2=532705, errA = 70.7318
i=7904, err2=348211, errA = 70.7295
i=7905, err2=2.2008e+06, errA = 70.7202
i=7906, err2=1.18133e+06, errA = 70.7093
i=7907, err2=1.50171e+06, errA = 70.7051
i=7908, err2=2.76634e+06, errA = 70.6866
i=7909, err2=1.64304e+06, errA = 70.6692
i=7910, err2=442414, errA = 70.665
i=7911, err2=4.04551e+06, errA = 70.6476
i=7912, err2=282659, errA = 70.6346
i=7913, err2=321222, errA = 70.6334
i=7914, err2=996652, errA = 70.6218
i=7915, err2=1.4598e+06, errA = 70.6135
i=7916, err2=1.62432e+06, errA = 70.6006
i=7917, err2=1.84063e+06, errA = 70.5942
i=7918, err2=1.93163e+06, errA = 70.568
i=7919, err2=5.79592e+06, errA = 70.5309
i=7920, err2=1.79621e+07, errA = 70.4793
i=7921, err2=1.41482e+07, errA = 70.3997
i=7922, err2=1.65291e+07, errA = 70.2589
i=7923, err2=1.19116e+07, errA = 70.2091
i=7924, err2=3.27302e+06, errA = 70.1481
i=7925, err2=2.02452e+06, errA = 70.1134
i=7926, err2=5.47835e+06, errA = 70.1017
i=7927, err2=1.10857e+06, errA = 70.0557
i=7928, err2=1.84791e+06, errA = 70.0504
i=7929, err2=1.97158e+06, errA = 70.0194
i=7930, err2=466231, errA = 70.0142
i=7931, err2=1.42164e+06, errA = 70.0101
i=7932, err2=2.02787e+06, errA = 70.0016
i=7933, err2=268105, errA = 69.9948
i=7934, err2=366031, errA = 69.9898
i=7935, err2=355177, errA = 69.9873
i=7936, err2=129646, errA = 69.9855
i=7937, err2=202966, errA = 69.9837
i=7938, err2=769101, errA = 69.9806
i=7939, err2=4.9397e+06, errA = 69.9662
i=7940, err2=1.40468e+06, errA = 69.9315
i=7941, err2=1.29073e+06, errA = 69.9246
i=7942, err2=504666, errA = 69.9184
i=7943, err2=334016, errA = 69.9167
i=7944, err2=2.1962e+06, errA = 69.9076
i=7945, err2=2.6571e+06, errA = 69.8963
i=7946, err2=476873, errA = 69.8835
i=7947, err2=456011, errA = 69.8819
i=7948, err2=437399, errA = 69.8792
i=7949, err2=662426, errA = 69.8766
i=7950, err2=747948, errA = 69.8728
i=7951, err2=515818, errA = 69.8694
i=7952, err2=576714, errA = 69.8671
i=7953, err2=1.0734e+06, errA = 69.8613
i=7954, err2=1.65462e+06, errA = 69.8497
i=7955, err2=491617, errA = 69.8443
i=7956, err2=399149, errA = 69.8428
i=7957, err2=758290, errA = 69.8385
i=7958, err2=970927, errA = 69.8298
i=7959, err2=537180, errA = 69.8274
i=7960, err2=220709, errA = 69.8243
i=7961, err2=122323, errA = 69.8218
i=7962, err2=126945, errA = 69.8208
i=7963, err2=302975, errA = 69.8182
i=7964, err2=902312, errA = 69.8123
i=7965, err2=535681, errA = 69.8071
i=7966, err2=1.27844e+06, errA = 69.8034
i=7967, err2=1.87858e+06, errA = 69.788
i=7968, err2=8.35664e+06, errA = 69.7511
i=7969, err2=8.0195e+06, errA = 69.6958
i=7970, err2=1.74711e+06, errA = 69.6539
i=7971, err2=3.59063e+06, errA = 69.6188
i=7972, err2=319838, errA = 69.6124
i=7973, err2=1.04595e+06, errA = 69.6064
i=7974, err2=116097, errA = 69.6044
i=7975, err2=300169, errA = 69.6033
i=7976, err2=202912, errA = 69.6021
i=7977, err2=471182, errA = 69.6002
i=7978, err2=616469, errA = 69.5959
i=7979, err2=816494, errA = 69.5927
i=7980, err2=543738, errA = 69.5896
i=7981, err2=225264, errA = 69.5865
i=7982, err2=377428, errA = 69.5854
i=7983, err2=2.91088e+06, errA = 69.5713
i=7984, err2=1.35987e+06, errA = 69.5621
i=7985, err2=2.80425e+06, errA = 69.5538
i=7986, err2=3.62973e+06, errA = 69.5283
i=7987, err2=1.26676e+06, errA = 69.5168
i=7988, err2=3.83499e+06, errA = 69.5013
i=7989, err2=2.36974e+06, errA = 69.4629
i=7990, err2=2.79685e+06, errA = 69.4431
i=7991, err2=1.10039e+06, errA = 69.4339
i=7992, err2=2.19402e+06, errA = 69.4179
i=7993, err2=7.48997e+06, errA = 69.3591
i=7994, err2=1.00873e+06, errA = 69.3347
i=7995, err2=501739, errA = 69.3256
i=7996, err2=3.09927e+06, errA = 69.3002
i=7997, err2=2.63819e+06, errA = 69.2831
i=7998, err2=2.06479e+06, errA = 69.2751
i=7999, err2=713893, errA = 69.2572
i=8000, err2=1.39176e+06, errA = 69.2541
i=8001, err2=7.85534e+06, errA = 69.2032
i=8002, err2=7.76565e+06, errA = 69.1546
i=8003, err2=1.65205e+07, errA = 69.0876
i=8004, err2=2.35475e+06, errA = 69.0277
i=8005, err2=1.0998e+06, errA = 69.0223
i=8006, err2=4.70543e+06, errA = 69.0084
i=8007, err2=3.6313e+06, errA = 68.9791
i=8008, err2=2.09629e+06, errA = 68.9593
i=8009, err2=3.47429e+06, errA = 68.949
i=8010, err2=6.03605e+06, errA = 68.9053
i=8011, err2=1.14563e+07, errA = 68.8459
i=8012, err2=8.79192e+06, errA = 68.8084
i=8013, err2=1.05334e+07, errA = 68.7439
i=8014, err2=3.19283e+06, errA = 68.6637
i=8015, err2=1.26029e+06, errA = 68.6403
i=8016, err2=1.92694e+06, errA = 68.6246
i=8017, err2=1.02131e+07, errA = 68.6013
i=8018, err2=6.55328e+06, errA = 68.4732
i=8019, err2=989324, errA = 68.4531
i=8020, err2=1.2958e+06, errA = 68.4468
i=8021, err2=4.39069e+06, errA = 68.4246
i=8022, err2=700895, errA = 68.4093
i=8023, err2=388106, errA = 68.4059
i=8024, err2=474505, errA = 68.4045
i=8025, err2=781968, errA = 68.3992
i=8026, err2=754900, errA = 68.3948
i=8027, err2=1.08695e+06, errA = 68.3889
i=8028, err2=4.0763e+06, errA = 68.3767
i=8029, err2=3.10053e+06, errA = 68.3363
i=8030, err2=2.69089e+06, errA = 68.3264
i=8031, err2=722400, errA = 68.3086
i=8032, err2=903694, errA = 68.3048
i=8033, err2=494670, errA = 68.302
i=8034, err2=2.77094e+06, errA = 68.2897
i=8035, err2=1.99705e+06, errA = 68.274
i=8036, err2=2.60028e+06, errA = 68.2291
i=8037, err2=2.42633e+06, errA = 68.2188
i=8038, err2=2.54403e+06, errA = 68.2068
i=8039, err2=1.03926e+06, errA = 68.1933
i=8040, err2=998950, errA = 68.19
i=8041, err2=2.81685e+06, errA = 68.1721
i=8042, err2=2.91268e+06, errA = 68.144
i=8043, err2=5.73844e+06, errA = 68.0812
i=8044, err2=7.56067e+06, errA = 68.0497
i=8045, err2=1.50405e+06, errA = 68.0007
i=8046, err2=816447, errA = 67.9965
i=8047, err2=903983, errA = 67.9823
i=8048, err2=3.16022e+07, errA = 67.8505
i=8049, err2=4.70033e+06, errA = 67.7847
i=8050, err2=9.94314e+06, errA = 67.724
i=8051, err2=4.76583e+06, errA = 67.6587
i=8052, err2=2.64513e+06, errA = 67.6424
i=8053, err2=493510, errA = 67.6312
i=8054, err2=241841, errA = 67.629
i=8055, err2=385049, errA = 67.6278
i=8056, err2=147544, errA = 67.626
i=8057, err2=381325, errA = 67.6247
i=8058, err2=435748, errA = 67.623
i=8059, err2=1.33769e+06, errA = 67.6176
i=8060, err2=1.36348e+06, errA = 67.6068
i=8061, err2=1.53011e+06, errA = 67.5949
i=8062, err2=263633, errA = 67.5905
i=8063, err2=443642, errA = 67.5871
i=8064, err2=927754, errA = 67.5833
i=8065, err2=2.43388e+06, errA = 67.5751
i=8066, err2=824284, errA = 67.5655
i=8067, err2=713134, errA = 67.5626
i=8068, err2=2.37083e+06, errA = 67.5507
i=8069, err2=1.6032e+06, errA = 67.5381
i=8070, err2=566938, errA = 67.5331
i=8071, err2=796728, errA = 67.5296
i=8072, err2=617897, errA = 67.5226
i=8073, err2=124731, errA = 67.5147
i=8074, err2=575908, errA = 67.5132
i=8075, err2=4.81225e+06, errA = 67.4949
i=8076, err2=1.16438e+06, errA = 67.4829
i=8077, err2=204949, errA = 67.4778
i=8078, err2=1.47339e+06, errA = 67.4671
i=8079, err2=2.62418e+06, errA = 67.4531
i=8080, err2=2.62373e+06, errA = 67.4375
i=8081, err2=1.81924e+06, errA = 67.4247
i=8082, err2=1.48875e+06, errA = 67.4187
i=8083, err2=3.04914e+06, errA = 67.401
i=8084, err2=2.24542e+06, errA = 67.3899
i=8085, err2=1.27321e+06, errA = 67.379
i=8086, err2=2.58042e+06, errA = 67.3715
i=8087, err2=1.57961e+06, errA = 67.3529
i=8088, err2=2.22905e+06, errA = 67.3348
i=8089, err2=4.46482e+06, errA = 67.3063
i=8090, err2=1.38418e+06, errA = 67.2718
i=8091, err2=688240, errA = 67.2682
i=8092, err2=444725, errA = 67.2559
i=8093, err2=1.48273e+06, errA = 67.2529
i=8094, err2=429359, errA = 67.2409
i=8095, err2=198875, errA = 67.2388
i=8096, err2=346478, errA = 67.2378
i=8097, err2=965406, errA = 67.2334
i=8098, err2=2.64963e+06, errA = 67.2179
i=8099, err2=1.18495e+06, errA = 67.2051
i=8100, err2=2.02695e+06, errA = 67.196
i=8101, err2=647143, errA = 67.1889
i=8102, err2=670848, errA = 67.1866
i=8103, err2=492340, errA = 67.182
i=8104, err2=972692, errA = 67.175
i=8105, err2=2.43886e+06, errA = 67.1666
i=8106, err2=9.85658e+06, errA = 67.1278
i=8107, err2=2.67485e+06, errA = 67.0679
i=8108, err2=1.71085e+06, errA = 67.0449
i=8109, err2=542420, errA = 67.0411
i=8110, err2=1.18287e+06, errA = 67.0378
i=8111, err2=865308, errA = 67.0167
i=8112, err2=377092, errA = 67.0148
i=8113, err2=440312, errA = 67.0109
